txn_id,merchant_id,payer_id,amount,timestamp,status
T000450,M004,P0405,109.24,2025-01-05 12:15:00,pending
T000451,M011,P0283,466.1,2025-01-05 12:30:00,failed
T000452,M003,P0728,364.12,2025-01-05 12:45:00,completed
T000453,M014,P0353,338.9,2025-01-05 13:00:00,completed
T000454,M023,P0791,715.82,2025-01-05 13:15:00,failed
T000455,M002,P1122,165.74,2025-01-05 13:30:00,pending
T000456,M010,P0996,206.06,2025-01-05 13:45:00,completed
T000457,M024,P1138,251.54,2025-01-05 14:00:00,pending
T000458,M008,P0030,592.52,2025-01-05 14:15:00,pending
T000459,M004,P0547,674.18,2025-01-05 14:30:00,completed
T000460,M012,P0265,282.21,2025-01-05 14:45:00,completed
T000461,M013,P1102,798.69,2025-01-05 15:00:00,completed
T000462,M016,P0855,247.2,2025-01-05 15:15:00,completed
T000463,M008,P0385,30.51,2025-01-05 15:30:00,completed
T000464,M023,P0677,524.28,2025-01-05 15:45:00,completed
T000465,M013,P0727,785.2,2025-01-05 16:00:00,failed
T000466,M007,P0595,612.47,2025-01-05 16:15:00,pending
T000467,M024,P0570,362.62,2025-01-05 16:30:00,pending
T000468,M023,P0067,53.4,2025-01-05 16:45:00,completed
T000469,M012,P0543,614.25,2025-01-05 17:00:00,pending
T000470,M001,P0418,343.0,2025-01-05 17:15:00,failed
T000471,M015,P0982,466.12,2025-01-05 17:30:00,completed
T000472,M014,P1039,245.7,2025-01-05 17:45:00,completed
T000473,M004,P0901,266.58,2025-01-05 18:00:00,completed
T000474,M016,P0038,373.9,2025-01-05 18:15:00,failed
T000475,M021,P1010,16.51,2025-01-05 18:30:00,failed
T000476,M003,P0476,564.49,2025-01-05 18:45:00,failed
T000477,M018,P0500,223.76,2025-01-05 19:00:00,completed
T000478,M004,P1135,302.2,2025-01-05 19:15:00,completed
T000479,M018,P1041,409.09,2025-01-05 19:30:00,pending
T000480,M011,P0062,190.98,2025-01-05 19:45:00,failed
T000481,M001,P0432,539.37,2025-01-05 20:00:00,completed
T000482,M024,P0900,713.98,2025-01-05 20:15:00,pending
T000483,M004,P0647,358.34,2025-01-05 20:30:00,pending
T000484,M015,P0310,570.85,2025-01-05 20:45:00,pending
T000485,M005,P0630,463.54,2025-01-05 21:00:00,failed
T000486,M023,P1040,564.31,2025-01-05 21:15:00,pending
T000487,M018,P0268,232.5,2025-01-05 21:30:00,completed
T000488,M020,P0896,319.14,2025-01-05 21:45:00,failed
T000489,M011,P0882,117.67,2025-01-05 22:00:00,completed
T000490,M012,P1063,590.55,2025-01-05 22:15:00,failed
T000491,M016,P0358,392.72,2025-01-05 22:30:00,pending
T000492,M019,P0260,69.95,2025-01-05 22:45:00,pending
T000493,M021,P0658,649.66,2025-01-05 23:00:00,completed
T000494,M001,P0638,233.47,2025-01-05 23:15:00,pending
T000495,M016,P0492,300.68,2025-01-05 23:30:00,failed
T000496,M003,P0936,606.16,2025-01-05 23:45:00,failed
T000497,M007,P0959,279.25,2025-01-06 00:00:00,pending
T000498,M020,P0295,359.3,2025-01-06 00:15:00,pending
T000499,M007,P0955,607.32,2025-01-06 00:30:00,pending
T000500,M020,P0277,503.58,2025-01-06 00:45:00,pending
T000501,M012,P0490,479.44,2025-01-06 01:00:00,failed
T000502,M006,P0033,412.63,2025-01-06 01:15:00,completed
T000503,M009,P0409,308.09,2025-01-06 01:30:00,completed
T000504,M013,P1151,186.75,2025-01-06 01:45:00,completed
T000505,M019,P0532,350.78,2025-01-06 02:00:00,pending
T000506,M015,P0853,422.44,2025-01-06 02:15:00,pending
T000507,M023,P0130,272.69,2025-01-06 02:30:00,pending
T000508,M021,P0763,319.61,2025-01-06 02:45:00,completed
T000509,M019,P0446,65.25,2025-01-06 03:00:00,completed
T000510,M015,P0893,151.9,2025-01-06 03:15:00,pending
T000511,M007,P1114,37.81,2025-01-06 03:30:00,failed
T000512,M010,P0638,437.82,2025-01-06 03:45:00,completed
T000513,M003,P0124,444.81,2025-01-06 04:00:00,completed
T000514,M009,P0572,2.13,2025-01-06 04:15:00,completed
T000515,M023,P0148,105.02,2025-01-06 04:30:00,failed
T000516,M011,P0540,161.5,2025-01-06 04:45:00,completed
T000517,M003,P0074,459.95,2025-01-06 05:00:00,failed
T000518,M016,P0769,364.34,2025-01-06 05:15:00,pending
T000519,M024,P0373,236.01,2025-01-06 05:30:00,completed
T000520,M021,P0242,374.62,2025-01-06 05:45:00,failed
T000521,M007,P0021,269.31,2025-01-06 06:00:00,failed
T000522,M011,P1066,398.2,2025-01-06 06:15:00,pending
T000523,M013,P1005,131.71,2025-01-06 06:30:00,failed
T000524,M006,P0975,822.77,2025-01-06 06:45:00,pending
T000525,M007,P0070,593.03,2025-01-06 07:00:00,failed
T000526,M006,P0420,334.59,2025-01-06 07:15:00,completed
T000527,M024,P1166,1.02,2025-01-06 07:30:00,failed
T000528,M018,P0695,580.9,2025-01-06 07:45:00,completed
T000529,M021,P0155,207.84,2025-01-06 08:00:00,failed
T000530,M020,P0170,320.18,2025-01-06 08:15:00,completed
T000531,M024,P0316,158.83,2025-01-06 08:30:00,completed
T000532,M003,P1167,340.91,2025-01-06 08:45:00,pending
T000533,M022,P0204,189.52,2025-01-06 09:00:00,failed
T000534,M002,P1084,209.39,2025-01-06 09:15:00,pending
T000535,M012,P0814,444.02,2025-01-06 09:30:00,completed
T000536,M015,P1107,317.86,2025-01-06 09:45:00,completed
T000537,M009,P0992,457.45,2025-01-06 10:00:00,completed
T000538,M004,P0399,299.91,2025-01-06 10:15:00,failed
T000539,M005,P0994,434.68,2025-01-06 10:30:00,failed
T000540,M020,P0203,323.53,2025-01-06 10:45:00,failed
T000541,M008,P0350,364.51,2025-01-06 11:00:00,completed
T000542,M008,P0255,195.08,2025-01-06 11:15:00,completed
T000543,M023,P0160,488.45,2025-01-06 11:30:00,completed
T000544,M004,P0109,431.95,2025-01-06 11:45:00,completed
T000545,M022,P0225,400.55,2025-01-06 12:00:00,pending
T000546,M023,P0145,475.35,2025-01-06 12:15:00,failed
T000547,M015,P0457,518.32,2025-01-06 12:30:00,pending
T000548,M004,P0086,331.86,2025-01-06 12:45:00,failed
T000549,M004,P0074,599.66,2025-01-06 13:00:00,completed
T000550,M007,P1188,463.83,2025-01-06 13:15:00,completed
T000551,M014,P0106,400.78,2025-01-06 13:30:00,pending
T000552,M004,P0089,217.56,2025-01-06 13:45:00,failed
T000553,M011,P0037,476.24,2025-01-06 14:00:00,pending
T000554,M003,P0160,282.54,2025-01-06 14:15:00,pending
T000555,M013,P0634,362.78,2025-01-06 14:30:00,completed
T000556,M001,P0993,262.16,2025-01-06 14:45:00,failed
T000557,M018,P0882,628.0,2025-01-06 15:00:00,failed
T000558,M002,P0697,264.67,2025-01-06 15:15:00,failed
T000559,M005,P0103,64.25,2025-01-06 15:30:00,pending
T000560,M005,P0930,42.49,2025-01-06 15:45:00,pending
T000561,M020,P0045,463.72,2025-01-06 16:00:00,failed
T000562,M002,P0758,284.0,2025-01-06 16:15:00,failed
T000563,M011,P0492,49.98,2025-01-06 16:30:00,completed
T000564,M015,P1059,219.15,2025-01-06 16:45:00,completed
T000565,M013,P0370,583.88,2025-01-06 17:00:00,pending
T000566,M017,P0767,236.27,2025-01-06 17:15:00,completed
T000567,M020,P0528,317.97,2025-01-06 17:30:00,failed
T000568,M010,P0627,309.06,2025-01-06 17:45:00,pending
T000569,M020,P1127,260.59,2025-01-06 18:00:00,completed
T000570,M008,P0856,323.93,2025-01-06 18:15:00,failed
T000571,M024,P0498,121.07,2025-01-06 18:30:00,failed
T000572,M013,P0537,28.39,2025-01-06 18:45:00,pending
T000573,M018,P0846,270.06,2025-01-06 19:00:00,failed
T000574,M022,P0416,404.55,2025-01-06 19:15:00,failed
T000575,M020,P0202,456.26,2025-01-06 19:30:00,pending
T000576,M021,P0562,560.55,2025-01-06 19:45:00,failed
T000577,M013,P0082,516.45,2025-01-06 20:00:00,failed
T000578,M002,P0204,516.96,2025-01-06 20:15:00,pending
T000579,M012,P0505,485.08,2025-01-06 20:30:00,failed
T000580,M005,P0956,108.1,2025-01-06 20:45:00,completed
T000581,M022,P0938,425.67,2025-01-06 21:00:00,pending
T000582,M006,P0313,546.28,2025-01-06 21:15:00,pending
T000583,M006,P0507,181.46,2025-01-06 21:30:00,failed
T000584,M006,P0185,432.78,2025-01-06 21:45:00,completed
T000585,M016,P0907,337.19,2025-01-06 22:00:00,completed
T000586,M014,P0296,417.52,2025-01-06 22:15:00,failed
T000587,M023,P0960,16.56,2025-01-06 22:30:00,pending
T000588,M010,P1011,593.3,2025-01-06 22:45:00,completed
T000589,M007,P0827,678.48,2025-01-06 23:00:00,failed
T000590,M002,P0397,290.71,2025-01-06 23:15:00,pending
T000591,M001,P1144,357.67,2025-01-06 23:30:00,completed
T000592,M009,P0824,261.28,2025-01-06 23:45:00,pending
T000593,M023,P0776,264.16,2025-01-07 00:00:00,failed
T000594,M013,P1028,282.54,2025-01-07 00:15:00,pending
T000595,M022,P1058,480.0,2025-01-07 00:30:00,pending
T000596,M003,P0094,319.18,2025-01-07 00:45:00,failed
T000597,M003,P1058,51.27,2025-01-07 01:00:00,completed
T000598,M021,P0919,501.06,2025-01-07 01:15:00,pending
T000599,M003,P0248,341.02,2025-01-07 01:30:00,failed
T000600,M002,P0370,215.23,2025-01-07 01:45:00,completed
T000601,M010,P0904,310.28,2025-01-07 02:00:00,pending
T000602,M023,P0260,526.92,2025-01-07 02:15:00,failed
T000603,M017,P0543,1.0,2025-01-07 02:30:00,pending
T000604,M003,P0827,378.64,2025-01-07 02:45:00,completed
T000605,M021,P0781,332.2,2025-01-07 03:00:00,failed
T000606,M021,P1092,398.16,2025-01-07 03:15:00,completed
T000607,M020,P0134,295.12,2025-01-07 03:30:00,pending
T000608,M022,P0355,305.81,2025-01-07 03:45:00,pending
T000609,M006,P1182,556.77,2025-01-07 04:00:00,completed
T000610,M024,P0683,338.69,2025-01-07 04:15:00,pending
T000611,M008,P0299,383.0,2025-01-07 04:30:00,pending
T000612,M020,P0348,295.94,2025-01-07 04:45:00,pending
T000613,M014,P0408,522.59,2025-01-07 05:00:00,pending
T000614,M019,P0666,338.52,2025-01-07 05:15:00,pending
T000615,M016,P0342,312.07,2025-01-07 05:30:00,completed
T000616,M016,P0747,303.95,2025-01-07 05:45:00,completed
T000617,M015,P0535,503.76,2025-01-07 06:00:00,failed
T000618,M019,P0733,392.35,2025-01-07 06:15:00,failed
T000619,M018,P0187,147.46,2025-01-07 06:30:00,pending
T000620,M004,P0749,735.82,2025-01-07 06:45:00,pending
T000621,M020,P1110,317.99,2025-01-07 07:00:00,completed
T000622,M013,P0163,607.6,2025-01-07 07:15:00,completed
T000623,M008,P0393,400.73,2025-01-07 07:30:00,pending
T000624,M013,P0833,325.15,2025-01-07 07:45:00,pending
T000625,M024,P0741,292.64,2025-01-07 08:00:00,failed
T000626,M021,P0810,101.11,2025-01-07 08:15:00,failed
T000627,M021,P0672,334.17,2025-01-07 08:30:00,pending
T000628,M012,P0820,683.08,2025-01-07 08:45:00,completed
T000629,M019,P0732,365.48,2025-01-07 09:00:00,failed
T000630,M010,P0089,333.08,2025-01-07 09:15:00,failed
T000631,M017,P0902,843.11,2025-01-07 09:30:00,pending
T000632,M016,P0537,204.04,2025-01-07 09:45:00,completed
T000633,M006,P0062,456.4,2025-01-07 10:00:00,pending
T000634,M007,P0491,106.31,2025-01-07 10:15:00,completed
T000635,M002,P0523,287.29,2025-01-07 10:30:00,completed
T000636,M004,P0105,13.01,2025-01-07 10:45:00,pending
T000637,M011,P1196,143.15,2025-01-07 11:00:00,pending
T000638,M012,P0267,276.53,2025-01-07 11:15:00,pending
T000639,M004,P0397,421.07,2025-01-07 11:30:00,failed
T000640,M011,P0530,478.54,2025-01-07 11:45:00,pending
T000641,M015,P1000,136.92,2025-01-07 12:00:00,completed
T000642,M006,P0892,41.16,2025-01-07 12:15:00,completed
T000643,M009,P0926,153.34,2025-01-07 12:30:00,completed
T000644,M009,P0285,649.56,2025-01-07 12:45:00,pending
T000645,M013,P1015,406.71,2025-01-07 13:00:00,failed
T000646,M009,P0996,353.16,2025-01-07 13:15:00,completed
T000647,M018,P0557,165.25,2025-01-07 13:30:00,pending
T000648,M008,P0655,131.86,2025-01-07 13:45:00,completed
T000649,M011,P0045,119.83,2025-01-07 14:00:00,failed
T000650,M010,P0913,277.32,2025-01-07 14:15:00,failed
T000651,M005,P1154,147.83,2025-01-07 14:30:00,completed
T000652,M017,P0568,115.67,2025-01-07 14:45:00,completed
T000653,M006,P0649,403.35,2025-01-07 15:00:00,pending
T000654,M008,P0600,603.19,2025-01-07 15:15:00,failed
T000655,M020,P0100,408.27,2025-01-07 15:30:00,failed
T000656,M023,P0744,213.98,2025-01-07 15:45:00,completed
T000657,M017,P0866,360.11,2025-01-07 16:00:00,pending
T000658,M022,P1114,275.55,2025-01-07 16:15:00,failed
T000659,M021,P1116,302.82,2025-01-07 16:30:00,failed
T000660,M012,P0591,131.21,2025-01-07 16:45:00,failed
T000661,M019,P1151,95.57,2025-01-07 17:00:00,completed
T000662,M008,P0635,159.86,2025-01-07 17:15:00,failed
T000663,M012,P0771,462.95,2025-01-07 17:30:00,completed
T000664,M013,P0723,103.74,2025-01-07 17:45:00,failed
T000665,M024,P1199,672.36,2025-01-07 18:00:00,pending
T000666,M021,P0886,407.79,2025-01-07 18:15:00,pending
T000667,M012,P0145,465.62,2025-01-07 18:30:00,pending
T000668,M016,P0087,75.98,2025-01-07 18:45:00,completed
T000669,M005,P0492,308.41,2025-01-07 19:00:00,pending
T000670,M020,P0619,790.34,2025-01-07 19:15:00,completed
T000671,M014,P0803,62.92,2025-01-07 19:30:00,completed
T000672,M013,P0578,162.69,2025-01-07 19:45:00,completed
T000673,M019,P0618,80.6,2025-01-07 20:00:00,pending
T000674,M016,P1107,786.04,2025-01-07 20:15:00,pending
T000675,M002,P0402,264.37,2025-01-07 20:30:00,failed
T000676,M007,P0593,1.0,2025-01-07 20:45:00,completed
T000677,M005,P0669,306.06,2025-01-07 21:00:00,failed
T000678,M018,P0562,232.77,2025-01-07 21:15:00,completed
T000679,M001,P1162,389.85,2025-01-07 21:30:00,pending
T000680,M005,P1155,408.15,2025-01-07 21:45:00,completed
T000681,M015,P0616,293.1,2025-01-07 22:00:00,failed
T000682,M017,P0541,469.85,2025-01-07 22:15:00,failed
T000683,M013,P0707,352.25,2025-01-07 22:30:00,pending
T000684,M021,P0218,492.21,2025-01-07 22:45:00,failed
T000685,M023,P0512,94.08,2025-01-07 23:00:00,pending
T000686,M004,P0261,214.0,2025-01-07 23:15:00,completed
T000687,M023,P0173,159.87,2025-01-07 23:30:00,failed
T000688,M015,P0115,413.24,2025-01-07 23:45:00,pending
T000689,M016,P0705,547.85,2025-01-08 00:00:00,failed
T000690,M003,P0001,387.56,2025-01-08 00:15:00,failed
T000691,M015,P0776,565.95,2025-01-08 00:30:00,failed
T000692,M018,P0519,362.26,2025-01-08 00:45:00,pending
T000693,M014,P0440,616.48,2025-01-08 01:00:00,pending
T000694,M003,P0924,295.22,2025-01-08 01:15:00,failed
T000695,M013,P0647,199.19,2025-01-08 01:30:00,failed
T000696,M023,P0881,572.67,2025-01-08 01:45:00,completed
T000697,M018,P0852,340.89,2025-01-08 02:00:00,completed
T000698,M004,P0039,1.0,2025-01-08 02:15:00,pending
T000699,M024,P0259,340.02,2025-01-08 02:30:00,pending
T000700,M024,P0684,219.14,2025-01-08 02:45:00,completed
T000701,M005,P1171,779.09,2025-01-08 03:00:00,failed
T000702,M020,P0186,276.61,2025-01-08 03:15:00,completed
T000703,M010,P0127,354.67,2025-01-08 03:30:00,completed
T000704,M015,P1130,213.22,2025-01-08 03:45:00,pending
T000705,M011,P1161,526.98,2025-01-08 04:00:00,completed
T000706,M019,P0201,200.8,2025-01-08 04:15:00,failed
T000707,M024,P0483,585.71,2025-01-08 04:30:00,completed
T000708,M020,P0752,443.06,2025-01-08 04:45:00,pending
T000709,M023,P0235,268.08,2025-01-08 05:00:00,completed
T000710,M023,P0392,205.25,2025-01-08 05:15:00,failed
T000711,M003,P0475,170.94,2025-01-08 05:30:00,pending
T000712,M007,P0770,238.75,2025-01-08 05:45:00,pending
T000713,M018,P0370,163.75,2025-01-08 06:00:00,completed
T000714,M015,P0495,389.49,2025-01-08 06:15:00,completed
T000715,M002,P0348,392.23,2025-01-08 06:30:00,pending
T000716,M003,P0912,229.7,2025-01-08 06:45:00,pending
T000717,M013,P0184,403.3,2025-01-08 07:00:00,pending
T000718,M015,P0277,304.31,2025-01-08 07:15:00,failed
T000719,M005,P0300,483.98,2025-01-08 07:30:00,pending
T000720,M005,P1087,408.93,2025-01-08 07:45:00,completed
T000721,M004,P1134,303.98,2025-01-08 08:00:00,failed
T000722,M014,P0601,103.8,2025-01-08 08:15:00,failed
T000723,M001,P0188,204.93,2025-01-08 08:30:00,pending
T000724,M014,P0908,147.69,2025-01-08 08:45:00,failed
T000725,M012,P0591,429.19,2025-01-08 09:00:00,completed
T000726,M012,P1020,186.55,2025-01-08 09:15:00,pending
T000727,M017,P0432,401.02,2025-01-08 09:30:00,pending
T000728,M013,P1199,295.11,2025-01-08 09:45:00,pending
T000729,M018,P0969,225.74,2025-01-08 10:00:00,completed
T000730,M019,P0269,227.82,2025-01-08 10:15:00,completed
T000731,M023,P0871,532.1,2025-01-08 10:30:00,pending
T000732,M020,P0345,233.07,2025-01-08 10:45:00,pending
T000733,M013,P0420,124.41,2025-01-08 11:00:00,completed
T000734,M012,P0301,511.14,2025-01-08 11:15:00,completed
T000735,M006,P0819,399.2,2025-01-08 11:30:00,completed
T000736,M015,P0316,607.36,2025-01-08 11:45:00,failed
T000737,M004,P0767,294.65,2025-01-08 12:00:00,failed
T000738,M023,P0699,434.55,2025-01-08 12:15:00,completed
T000739,M021,P0901,199.16,2025-01-08 12:30:00,failed
T000740,M003,P1193,415.09,2025-01-08 12:45:00,completed
T000741,M019,P0011,396.16,2025-01-08 13:00:00,pending
T000742,M003,P1189,660.11,2025-01-08 13:15:00,pending
T000743,M018,P0132,380.77,2025-01-08 13:30:00,failed
T000744,M003,P0633,621.57,2025-01-08 13:45:00,failed
T000745,M012,P0410,524.16,2025-01-08 14:00:00,pending
T000746,M016,P0767,350.93,2025-01-08 14:15:00,pending
T000747,M018,P0867,385.17,2025-01-08 14:30:00,completed
T000748,M011,P1032,105.81,2025-01-08 14:45:00,completed
T000749,M023,P0483,72.35,2025-01-08 15:00:00,pending
T000750,M019,P1120,176.35,2025-01-08 15:15:00,completed
T000751,M005,P0387,234.11,2025-01-08 15:30:00,failed
T000752,M017,P0245,319.59,2025-01-08 15:45:00,pending
T000753,M018,P0455,385.35,2025-01-08 16:00:00,failed
T000754,M009,P0635,266.9,2025-01-08 16:15:00,pending
T000755,M018,P0802,455.71,2025-01-08 16:30:00,pending
T000756,M022,P1000,219.58,2025-01-08 16:45:00,failed
T000757,M020,P0270,379.1,2025-01-08 17:00:00,failed
T000758,M019,P0364,346.83,2025-01-08 17:15:00,pending
T000759,M016,P1127,225.23,2025-01-08 17:30:00,completed
T000760,M007,P0528,366.59,2025-01-08 17:45:00,failed
T000761,M020,P0290,322.79,2025-01-08 18:00:00,completed
T000762,M009,P1183,90.18,2025-01-08 18:15:00,failed
T000763,M013,P0539,176.73,2025-01-08 18:30:00,completed
T000764,M008,P1183,320.25,2025-01-08 18:45:00,pending
T000765,M008,P1104,248.09,2025-01-08 19:00:00,pending
T000766,M004,P1088,360.98,2025-01-08 19:15:00,completed
T000767,M024,P0699,510.09,2025-01-08 19:30:00,failed
T000768,M004,P0959,421.84,2025-01-08 19:45:00,completed
T000769,M003,P1153,252.51,2025-01-08 20:00:00,pending
T000770,M023,P0323,417.63,2025-01-08 20:15:00,failed
T000771,M014,P0046,505.85,2025-01-08 20:30:00,failed
T000772,M011,P0386,455.97,2025-01-08 20:45:00,failed
T000773,M018,P0765,332.28,2025-01-08 21:00:00,failed
T000774,M010,P0657,541.43,2025-01-08 21:15:00,pending
T000775,M004,P0097,232.63,2025-01-08 21:30:00,completed
T000776,M018,P0673,382.66,2025-01-08 21:45:00,completed
T000777,M005,P0210,424.75,2025-01-08 22:00:00,failed
T000778,M014,P0607,336.54,2025-01-08 22:15:00,pending
T000779,M023,P0691,333.08,2025-01-08 22:30:00,completed
T000780,M023,P0765,310.47,2025-01-08 22:45:00,completed
T000781,M009,P0496,321.68,2025-01-08 23:00:00,failed
T000782,M019,P0490,604.86,2025-01-08 23:15:00,failed
T000783,M015,P0815,131.16,2025-01-08 23:30:00,completed
T000784,M012,P0900,1.0,2025-01-08 23:45:00,pending
T000785,M004,P0970,263.44,2025-01-09 00:00:00,pending
T000786,M010,P0401,258.2,2025-01-09 00:15:00,pending
T000787,M016,P0509,549.38,2025-01-09 00:30:00,failed
T000788,M024,P0397,364.01,2025-01-09 00:45:00,pending
T000789,M001,P0634,283.29,2025-01-09 01:00:00,completed
T000790,M018,P0153,346.44,2025-01-09 01:15:00,pending
T000791,M021,P0517,202.71,2025-01-09 01:30:00,failed
T000792,M023,P0227,270.56,2025-01-09 01:45:00,failed
T000793,M011,P0639,485.84,2025-01-09 02:00:00,failed
T000794,M003,P1021,361.09,2025-01-09 02:15:00,completed
T000795,M007,P1183,212.24,2025-01-09 02:30:00,pending
T000796,M021,P0536,449.35,2025-01-09 02:45:00,failed
T000797,M022,P0068,32.37,2025-01-09 03:00:00,pending
T000798,M016,P0274,497.19,2025-01-09 03:15:00,failed
T000799,M003,P0126,428.53,2025-01-09 03:30:00,pending
T000800,M003,P0912,451.69,2025-01-09 03:45:00,failed
T000801,M012,P1182,380.77,2025-01-09 04:00:00,pending
T000802,M015,P0665,683.07,2025-01-09 04:15:00,completed
T000803,M001,P0213,286.7,2025-01-09 04:30:00,completed
T000804,M017,P0026,1.0,2025-01-09 04:45:00,pending
T000805,M014,P1172,579.76,2025-01-09 05:00:00,completed
T000806,M001,P0380,355.37,2025-01-09 05:15:00,pending
T000807,M003,P0135,450.58,2025-01-09 05:30:00,pending
T000808,M024,P0310,999.0,2025-01-09 05:30:00,pending
T000809,M024,P0310,2499.0,2025-01-09 05:30:00,failed
T000810,M024,P0310,1499.0,2025-01-09 05:30:00,failed
T000811,M024,P0310,1499.0,2025-01-09 05:30:00,completed
T000812,M024,P0310,1999.0,2025-01-09 05:30:00,completed
T000813,M024,P0310,1499.0,2025-01-09 05:30:00,failed
T000814,M024,P0310,2499.0,2025-01-09 05:30:00,completed
T000815,M024,P0310,2499.0,2025-01-09 05:30:00,failed
T000816,M024,P0310,2499.0,2025-01-09 05:30:00,failed
T000817,M024,P0310,2499.0,2025-01-09 05:30:00,failed
T000818,M024,P0310,1999.0,2025-01-09 05:30:00,failed
T000819,M024,P0310,1499.0,2025-01-09 05:30:00,failed
T000820,M024,P0310,2499.0,2025-01-09 05:30:00,pending
T000821,M024,P0310,999.0,2025-01-09 05:30:00,pending
T000822,M024,P0310,2499.0,2025-01-09 05:30:00,pending
T000823,M024,P0310,1499.0,2025-01-09 05:30:00,failed
T000824,M011,P0213,234.3,2025-01-09 05:45:00,completed
T000825,M018,P0307,448.48,2025-01-09 06:00:00,pending
T000826,M020,P0788,240.42,2025-01-09 06:15:00,pending
T000827,M011,P1071,552.85,2025-01-09 06:30:00,completed
T000828,M008,P0331,222.85,2025-01-09 06:45:00,completed
T000829,M024,P0825,217.96,2025-01-09 07:00:00,completed
T000830,M012,P0078,481.88,2025-01-09 07:15:00,pending
T000831,M008,P0013,170.0,2025-01-09 07:30:00,completed
T000832,M011,P0066,484.43,2025-01-09 07:45:00,pending
T000833,M001,P1108,334.12,2025-01-09 08:00:00,pending
T000834,M008,P0699,295.22,2025-01-09 08:15:00,failed
T000835,M013,P0967,311.51,2025-01-09 08:30:00,failed
T000836,M023,P0027,533.09,2025-01-09 08:45:00,pending
T000837,M018,P0027,212.03,2025-01-09 09:00:00,pending
T000838,M019,P1019,337.16,2025-01-09 09:15:00,failed
T000839,M014,P0124,160.5,2025-01-09 09:30:00,pending
T000840,M003,P0187,598.92,2025-01-09 09:45:00,completed
T000841,M010,P0623,386.3,2025-01-09 10:00:00,pending
T000842,M024,P0728,404.96,2025-01-09 10:15:00,completed
T000843,M002,P0275,323.7,2025-01-09 10:30:00,pending
T000844,M022,P0534,312.0,2025-01-09 10:45:00,pending
T000845,M017,P0810,401.32,2025-01-09 11:00:00,failed
T000846,M007,P0532,605.61,2025-01-09 11:15:00,pending
T000847,M019,P0460,18.61,2025-01-09 11:30:00,failed
T000848,M021,P0087,709.0,2025-01-09 11:45:00,failed
T000849,M002,P0543,329.08,2025-01-09 12:00:00,failed
T000850,M003,P0964,278.73,2025-01-09 12:15:00,pending
T000851,M016,P0753,611.81,2025-01-09 12:30:00,failed
T000852,M024,P1072,199.01,2025-01-09 12:45:00,pending
T000853,M001,P0152,226.66,2025-01-09 13:00:00,completed
T000854,M016,P0014,415.02,2025-01-09 13:15:00,completed
T000855,M004,P0658,590.88,2025-01-09 13:30:00,pending
T000856,M016,P0215,432.08,2025-01-09 13:45:00,completed
T000857,M015,P0713,110.3,2025-01-09 14:00:00,failed
T000858,M003,P1085,445.99,2025-01-09 14:15:00,pending
T000859,M017,P0405,107.82,2025-01-09 14:30:00,pending
T000860,M022,P0660,404.75,2025-01-09 14:45:00,pending
T000861,M021,P0819,145.23,2025-01-09 15:00:00,pending
T000862,M001,P0181,333.06,2025-01-09 15:15:00,pending
T000863,M006,P1077,440.66,2025-01-09 15:30:00,failed
T000864,M006,P0244,459.27,2025-01-09 15:45:00,pending
T000865,M011,P0970,363.26,2025-01-09 16:00:00,failed
T000866,M004,P0792,191.11,2025-01-09 16:15:00,pending
T000867,M021,P0170,215.68,2025-01-09 16:30:00,pending
T000868,M019,P0870,258.04,2025-01-09 16:45:00,pending
T000869,M020,P0236,423.79,2025-01-09 17:00:00,failed
T000870,M005,P0720,1.0,2025-01-09 17:15:00,failed
T000871,M001,P1152,208.58,2025-01-09 17:30:00,failed
T000872,M022,P1144,364.26,2025-01-09 17:45:00,pending
T000873,M007,P1046,94.94,2025-01-09 18:00:00,completed
T000874,M016,P0593,344.79,2025-01-09 18:15:00,failed
T000875,M022,P0672,419.18,2025-01-09 18:30:00,pending
T000876,M001,P0361,283.83,2025-01-09 18:45:00,completed
T000877,M001,P1106,219.04,2025-01-09 19:00:00,failed
T000878,M001,P0573,530.58,2025-01-09 19:15:00,pending
T000879,M004,P0926,497.95,2025-01-09 19:30:00,completed
T000880,M002,P0432,169.4,2025-01-09 19:45:00,completed
T000881,M020,P0889,579.96,2025-01-09 20:00:00,failed
T000882,M015,P0270,400.99,2025-01-09 20:15:00,pending
T000883,M024,P0881,54.91,2025-01-09 20:30:00,completed
T000884,M020,P0056,407.29,2025-01-09 20:45:00,failed
T000885,M024,P0126,204.36,2025-01-09 21:00:00,pending
T000886,M006,P0423,447.31,2025-01-09 21:15:00,failed
T000887,M007,P0579,731.61,2025-01-09 21:30:00,completed
T000888,M021,P0854,303.68,2025-01-09 21:45:00,failed
T000889,M006,P0431,351.59,2025-01-09 22:00:00,failed
T000890,M002,P0023,551.98,2025-01-09 22:15:00,failed
T000891,M017,P0391,288.16,2025-01-09 22:30:00,completed
T000892,M020,P0528,404.11,2025-01-09 22:45:00,failed
T000893,M024,P0653,449.7,2025-01-09 23:00:00,completed
T000894,M023,P0773,328.38,2025-01-09 23:15:00,completed
T000895,M003,P0298,598.37,2025-01-09 23:30:00,failed
T000896,M019,P0733,435.93,2025-01-09 23:45:00,pending
T000897,M021,P0758,659.44,2025-01-10 00:00:00,pending
T000898,M017,P0932,642.14,2025-01-10 00:15:00,failed
T000899,M020,P0627,447.65,2025-01-10 00:30:00,completed
